area_name,city,latitude,longitude,street_light,crowd,crime_area,nearby_shop,open_businesses,recent_crime_reports,crime_type,timestamp,safety_score
Hadapsar,Pune,18.521543,73.916336,poor,high,low,True,0,8,none,2026-07-10 09:05,56
MG Road,Pune,18.622688,73.912506,good,low,medium,False,12,5,none,2026-01-17 14:43,47
Chinchwad,Pune,18.508417,73.936086,moderate,low,high,True,11,6,harassment,2026-10-21 02:08,27
Shivaji Nagar,Pune,18.613633,73.730572,good,medium,medium,True,8,1,none,2026-10-28 01:53,82
Hinjewadi,Pune,18.565926,73.911968,good,medium,high,False,19,0,theft,2026-03-03 20:21,62
Pashan,Pune,18.475062,73.800182,moderate,low,high,True,36,8,theft,2026-11-22 21:49,21
Chinchwad,Pune,18.489652,73.882831,moderate,high,medium,True,3,5,none,2026-03-20 16:18,60
Yerwada,Pune,18.56951,73.790642,good,high,medium,True,24,4,snatching,2026-07-25 21:24,73
Aundh,Pune,18.534836,73.755438,poor,low,medium,True,5,4,theft,2026-12-06 08:13,38
Chinchwad,Pune,18.638959,73.814408,good,medium,high,False,15,0,robbery,2026-01-01 19:35,62
Chinchwad,Pune,18.562079,73.924791,poor,low,high,True,12,1,none,2026-04-18 00:21,32
Hinjewadi,Pune,18.646519,73.840432,good,high,medium,False,14,0,snatching,2026-09-06 03:20,77
Wakad,Pune,18.639922,73.939158,moderate,high,high,True,18,0,theft,2026-05-22 14:18,60
Chinchwad,Pune,18.467732,73.795066,moderate,medium,high,False,5,5,snatching,2026-04-24 09:30,37
Shivaji Nagar,Pune,18.592294,73.934263,poor,medium,high,True,37,4,theft,2026-05-22 21:03,38
Yerwada,Pune,18.505946,73.738552,good,low,low,False,8,3,snatching,2026-09-01 07:16,68
Aundh,Pune,18.490965,73.879599,poor,medium,medium,True,10,1,robbery,2026-02-11 01:29,62
Kharadi,Pune,18.518538,73.918347,moderate,high,medium,False,6,5,harassment,2026-09-09 13:19,52
Aundh,Pune,18.607226,73.906557,poor,high,low,False,24,1,theft,2026-07-31 13:06,69
Camp,Pune,18.629273,73.741453,good,low,low,False,30,4,theft,2026-04-15 18:11,65
Kothrud,Pune,18.524054,73.710586,moderate,high,medium,True,17,2,none,2026-02-04 09:39,69
Kharadi,Pune,18.507131,73.878081,good,low,medium,False,8,5,theft,2026-09-07 04:38,47
Yerwada,Pune,18.478623,73.807784,good,medium,low,True,23,7,harassment,2026-11-24 19:36,79
Chinchwad,Pune,18.575411,73.73043,moderate,high,high,False,24,1,none,2026-11-15 01:41,49
Pashan,Pune,18.619959,73.759116,poor,high,high,True,2,1,snatching,2026-05-05 05:10,47
Chinchwad,Pune,18.473281,73.875845,moderate,high,low,False,38,8,robbery,2026-04-17 01:21,58
Baner,Pune,18.626486,73.930371,good,high,high,True,39,1,snatching,2026-07-08 12:27,67
Hinjewadi,Pune,18.497087,73.851292,poor,low,low,True,35,5,theft,2026-02-03 08:01,50
Kothrud,Pune,18.562445,73.889066,good,medium,medium,True,34,0,snatching,2026-03-04 20:27,85
Camp,Pune,18.620423,73.726365,moderate,low,low,False,32,0,theft,2026-08-24 07:48,67
Camp,Pune,18.477584,73.783057,moderate,high,medium,True,36,7,robbery,2026-07-29 20:40,54
MG Road,Pune,18.55389,73.89679,poor,high,high,False,35,0,harassment,2026-12-05 19:43,42
Camp,Pune,18.608999,73.701123,poor,low,medium,True,12,2,none,2026-04-06 23:48,44
Baner,Pune,18.562163,73.917217,good,low,low,True,12,8,snatching,2026-04-06 23:26,61
Kharadi,Pune,18.532238,73.92307,moderate,medium,low,False,26,5,theft,2026-12-11 05:42,67
Viman Nagar,Pune,18.632354,73.905551,moderate,medium,medium,False,1,6,theft,2026-06-27 00:45,49
Wakad,Pune,18.579838,73.890257,poor,low,medium,False,2,7,harassment,2026-06-28 19:07,21
Pashan,Pune,18.63645,73.883993,good,low,low,False,0,0,robbery,2026-06-15 01:25,77
Hadapsar,Pune,18.478716,73.932212,poor,low,low,False,11,6,robbery,2026-04-11 03:20,39
MG Road,Pune,18.450575,73.904072,good,medium,medium,True,37,8,snatching,2026-03-12 04:44,61
Yerwada,Pune,18.46389,73.937204,poor,medium,medium,False,38,8,harassment,2026-05-18 06:01,33
Kothrud,Pune,18.544335,73.850421,good,medium,high,True,33,8,snatching,2026-08-01 13:50,46
Pashan,Pune,18.599772,73.84509,poor,medium,low,True,33,7,harassment,2026-02-27 06:50,59
Hinjewadi,Pune,18.531471,73.946781,moderate,low,medium,False,28,1,robbery,2026-02-17 01:53,49
Pashan,Pune,18.513967,73.759522,good,high,low,True,9,4,theft,2026-02-12 07:36,88
Hadapsar,Pune,18.564303,73.706168,poor,low,high,True,31,5,robbery,2026-02-21 05:06,20
Shivaji Nagar,Pune,18.493343,73.917762,good,medium,medium,True,3,6,none,2026-08-13 20:58,67
Kothrud,Pune,18.50275,73.825892,poor,medium,low,True,40,2,snatching,2026-01-18 08:59,74
Kothrud,Pune,18.524548,73.786367,good,low,medium,True,27,6,harassment,2026-07-12 23:05,52
Wakad,Pune,18.645277,73.801354,poor,high,low,False,8,6,harassment,2026-02-07 14:05,54
Viman Nagar,Pune,18.555699,73.866896,poor,medium,high,False,19,2,none,2026-11-08 06:04,36
Wakad,Pune,18.616861,73.773315,good,medium,high,True,39,6,none,2026-01-14 08:15,52
Aundh,Pune,18.623254,73.915944,good,medium,high,False,33,0,theft,2026-08-04 12:12,62
Wakad,Pune,18.628194,73.762974,moderate,low,high,True,38,3,harassment,2026-08-09 18:47,36
Aundh,Pune,18.618114,73.874173,poor,high,high,False,32,8,none,2026-12-04 14:41,18
Viman Nagar,Pune,18.53111,73.704373,poor,high,high,True,2,4,none,2026-02-23 16:13,38
Chinchwad,Pune,18.548677,73.798427,poor,low,medium,True,12,4,robbery,2026-01-23 17:52,38
Camp,Pune,18.628847,73.793471,poor,high,medium,False,0,3,snatching,2026-12-12 17:13,48
Pashan,Pune,18.605566,73.784338,good,medium,high,False,12,8,theft,2026-06-16 20:31,38
Viman Nagar,Pune,18.597241,73.816694,moderate,high,low,False,2,8,harassment,2026-03-13 12:52,58
Wakad,Pune,18.553833,73.714839,moderate,medium,high,False,19,2,snatching,2026-03-07 01:56,46
Pashan,Pune,18.627102,73.744227,poor,medium,medium,True,5,7,none,2026-01-26 03:33,44
Yerwada,Pune,18.615475,73.733817,poor,medium,high,False,16,2,none,2026-06-27 18:47,36
Baner,Pune,18.595072,73.92164,poor,low,high,True,2,3,snatching,2026-09-20 18:07,26
Chinchwad,Pune,18.569865,73.752156,good,high,high,True,23,0,theft,2026-10-11 00:20,70
Aundh,Pune,18.548531,73.862226,moderate,low,medium,True,12,5,snatching,2026-03-12 04:16,45
Camp,Pune,18.528243,73.777385,poor,medium,medium,False,18,6,theft,2026-10-02 01:35,39
Yerwada,Pune,18.613582,73.818341,poor,high,high,False,3,2,theft,2026-10-19 17:35,36
Aundh,Pune,18.540018,73.896702,poor,high,medium,False,33,0,none,2026-01-01 01:59,57
Kothrud,Pune,18.567083,73.931219,moderate,high,high,False,13,1,robbery,2026-10-29 23:35,49
Camp,Pune,18.573277,73.734826,moderate,high,medium,False,17,8,harassment,2026-09-12 13:24,43
Pimpri,Pune,18.459343,73.824921,poor,medium,medium,False,11,8,none,2026-10-26 02:29,33
Shivaji Nagar,Pune,18.544322,73.755821,poor,low,high,True,9,4,harassment,2026-11-10 13:30,23
Yerwada,Pune,18.576996,73.71479,good,high,high,True,40,7,none,2026-07-14 11:16,49
Pashan,Pune,18.468036,73.771009,poor,medium,low,True,34,0,harassment,2026-09-23 21:13,80
Aundh,Pune,18.492224,73.85665,good,medium,high,False,26,8,robbery,2026-01-25 03:57,38
Chinchwad,Pune,18.624137,73.734816,moderate,low,low,True,10,4,none,2026-08-21 07:19,63
Kothrud,Pune,18.546596,73.936711,good,medium,medium,False,33,0,theft,2026-10-08 16:22,77
Pashan,Pune,18.616966,73.870952,moderate,high,medium,True,8,5,none,2026-07-01 06:10,60
Viman Nagar,Pune,18.50074,73.728877,moderate,high,high,True,23,6,harassment,2026-10-30 10:48,42
Kothrud,Pune,18.503982,73.706436,good,low,high,True,31,3,snatching,2026-08-24 23:13,46
Chinchwad,Pune,18.547031,73.796306,good,medium,medium,False,26,3,none,2026-08-08 06:01,68
Pashan,Pune,18.498289,73.72499,poor,high,medium,False,13,3,theft,2026-07-08 08:49,48
Pashan,Pune,18.54191,73.759256,moderate,low,high,False,26,4,none,2026-04-07 02:45,25
Pashan,Pune,18.556855,73.846858,poor,low,medium,True,0,4,harassment,2026-12-09 04:58,38
MG Road,Pune,18.560224,73.938505,poor,high,medium,True,2,5,snatching,2026-10-16 06:48,50
Kharadi,Pune,18.631729,73.716534,poor,medium,medium,True,27,5,robbery,2026-11-05 14:24,50
Kharadi,Pune,18.608848,73.795839,moderate,high,high,False,7,0,harassment,2026-11-15 05:39,52
Baner,Pune,18.573122,73.736958,good,medium,high,False,33,4,none,2026-03-07 18:22,50
Chinchwad,Pune,18.606765,73.862314,moderate,low,high,True,11,6,robbery,2026-10-20 09:39,27
Chinchwad,Pune,18.594719,73.889731,good,high,high,True,35,7,robbery,2026-11-10 10:36,49
Baner,Pune,18.60047,73.80547,moderate,low,medium,False,26,1,theft,2026-11-21 10:22,49
Pimpri,Pune,18.525492,73.746071,good,low,low,True,24,8,none,2026-06-27 01:23,61
Aundh,Pune,18.522116,73.701428,good,medium,high,True,12,6,snatching,2026-01-23 09:47,52
Baner,Pune,18.591317,73.891248,good,medium,medium,False,16,5,snatching,2026-03-20 00:04,62
Pimpri,Pune,18.608635,73.831569,good,medium,high,True,21,8,harassment,2026-04-06 10:09,46
MG Road,Pune,18.577158,73.764171,moderate,medium,medium,False,37,4,none,2026-10-19 20:49,55
MG Road,Pune,18.493199,73.891099,moderate,medium,medium,False,35,1,theft,2026-07-09 07:49,64
Yerwada,Pune,18.507397,73.742457,poor,high,medium,True,30,8,robbery,2026-03-04 07:34,41
Viman Nagar,Pune,18.559581,73.871644,poor,high,high,False,11,4,harassment,2026-06-02 02:49,30
MG Road,Pune,18.513065,73.915351,moderate,medium,low,True,13,0,harassment,2026-05-23 23:50,90
Wakad,Pune,18.471924,73.728284,moderate,high,medium,True,33,8,harassment,2026-02-01 21:38,51
Hinjewadi,Pune,18.619258,73.728963,good,low,low,True,28,7,snatching,2026-10-21 07:21,64
Viman Nagar,Pune,18.57894,73.73921,good,medium,medium,True,29,0,robbery,2026-07-19 18:42,85
Wakad,Pune,18.597937,73.754588,moderate,low,low,False,4,3,none,2026-06-15 00:14,58
Kharadi,Pune,18.535335,73.870036,moderate,medium,low,False,36,5,theft,2026-02-17 07:14,67
Kothrud,Pune,18.599304,73.736889,poor,medium,low,False,32,0,none,2026-08-07 02:32,72
Wakad,Pune,18.624411,73.925694,moderate,medium,low,False,12,5,harassment,2026-08-06 21:57,67
Aundh,Pune,18.618717,73.788689,moderate,high,high,False,36,4,robbery,2026-11-06 18:38,40
Yerwada,Pune,18.450675,73.731881,moderate,medium,low,True,27,2,none,2026-11-03 21:07,84
Kharadi,Pune,18.481491,73.836326,good,low,medium,True,32,2,theft,2026-03-24 13:55,64
Aundh,Pune,18.61513,73.816556,moderate,high,medium,True,26,2,none,2026-05-22 08:55,69
Hadapsar,Pune,18.497608,73.757858,poor,medium,medium,True,10,3,none,2026-05-09 13:07,56
Pashan,Pune,18.553036,73.93313,poor,medium,high,False,4,7,theft,2026-06-29 13:15,21
Kharadi,Pune,18.526507,73.942276,good,low,high,False,30,6,harassment,2026-07-24 07:50,29
Shivaji Nagar,Pune,18.601248,73.72898,poor,low,medium,False,19,4,none,2026-04-26 16:17,30
Yerwada,Pune,18.556841,73.942304,good,medium,low,True,9,5,robbery,2026-08-20 06:26,85
Kharadi,Pune,18.60879,73.875396,poor,high,medium,False,4,0,snatching,2026-07-27 18:01,57
Baner,Pune,18.52269,73.897638,good,medium,high,True,7,1,harassment,2026-06-09 11:50,67
Wakad,Pune,18.640743,73.727456,good,high,high,False,18,5,harassment,2026-10-21 05:14,47
Shivaji Nagar,Pune,18.536447,73.846318,good,low,high,False,0,5,harassment,2026-05-08 19:29,32
Wakad,Pune,18.625282,73.91605,poor,medium,medium,True,1,5,theft,2026-03-13 18:12,50
Viman Nagar,Pune,18.517323,73.744126,moderate,low,low,False,29,6,snatching,2026-10-13 18:48,49
Kharadi,Pune,18.62411,73.764886,moderate,medium,medium,True,15,8,theft,2026-04-08 09:14,51
Camp,Pune,18.608866,73.854355,poor,high,medium,False,34,2,theft,2026-10-23 04:05,51
Pashan,Pune,18.582182,73.81656,poor,medium,high,False,12,1,none,2026-01-02 13:53,39
Viman Nagar,Pune,18.583584,73.738442,good,medium,low,False,6,4,snatching,2026-09-19 22:29,80
Kothrud,Pune,18.641065,73.858497,good,medium,low,False,19,5,theft,2026-10-18 13:08,77
Camp,Pune,18.499152,73.703933,moderate,medium,medium,False,11,7,theft,2026-10-24 04:25,46
Baner,Pune,18.558603,73.712888,good,low,medium,False,17,3,robbery,2026-01-09 19:42,53
MG Road,Pune,18.580592,73.723813,good,medium,medium,True,2,1,theft,2026-02-06 09:37,82
Hinjewadi,Pune,18.521666,73.780891,moderate,medium,high,False,40,1,theft,2026-02-07 03:15,49
Shivaji Nagar,Pune,18.501403,73.874771,poor,low,low,False,26,3,harassment,2026-07-30 15:02,48
Hadapsar,Pune,18.588479,73.784439,good,low,low,False,34,4,harassment,2026-05-05 14:18,65
Chinchwad,Pune,18.511532,73.742571,moderate,medium,high,False,0,1,harassment,2026-10-19 14:08,49
Shivaji Nagar,Pune,18.616208,73.811891,poor,medium,high,False,19,3,robbery,2026-11-15 22:47,33
Baner,Pune,18.624808,73.703508,good,medium,high,True,0,4,robbery,2026-05-30 00:36,58
Shivaji Nagar,Pune,18.4545,73.882222,good,high,high,False,32,1,theft,2026-12-03 22:51,59
Wakad,Pune,18.544705,73.878192,poor,medium,medium,True,34,7,harassment,2026-07-30 14:06,44
Wakad,Pune,18.48275,73.77023,poor,medium,low,False,11,7,robbery,2026-03-24 02:24,51
Kothrud,Pune,18.579538,73.917506,moderate,high,low,False,28,8,theft,2026-03-21 04:14,58
Kharadi,Pune,18.631721,73.929022,good,medium,medium,False,19,1,snatching,2026-08-26 21:50,74
Baner,Pune,18.585876,73.894679,poor,medium,high,True,9,3,snatching,2026-01-02 16:07,41
Shivaji Nagar,Pune,18.641142,73.941108,moderate,high,medium,False,26,5,none,2026-10-17 08:21,52
Pimpri,Pune,18.591785,73.882861,good,high,low,False,6,5,robbery,2026-07-27 07:09,77
MG Road,Pune,18.613689,73.742899,poor,medium,low,True,22,2,robbery,2026-10-07 15:15,74
Pimpri,Pune,18.530568,73.851671,moderate,medium,low,True,5,0,robbery,2026-02-14 20:48,90
Kharadi,Pune,18.470719,73.747751,good,medium,medium,True,2,0,harassment,2026-10-23 08:52,85
Chinchwad,Pune,18.56174,73.837576,poor,medium,low,False,35,2,none,2026-08-14 15:50,66
Wakad,Pune,18.624567,73.733528,moderate,low,low,True,15,3,theft,2026-08-15 09:49,66
Pashan,Pune,18.523367,73.802821,good,low,high,True,2,5,theft,2026-02-02 09:15,40
Kothrud,Pune,18.45717,73.787647,good,high,medium,True,30,1,harassment,2026-06-14 11:03,82
Wakad,Pune,18.589183,73.721019,good,low,low,False,26,2,snatching,2026-07-02 00:14,71
Baner,Pune,18.501766,73.734728,poor,low,high,False,34,4,snatching,2026-09-03 14:25,15
Pimpri,Pune,18.533966,73.810544,moderate,high,medium,True,7,2,robbery,2026-04-24 21:31,69
Aundh,Pune,18.594885,73.708423,moderate,high,high,True,31,1,robbery,2026-09-24 12:14,57
Pimpri,Pune,18.616398,73.731687,moderate,low,high,True,32,5,harassment,2026-02-14 08:16,30
Hinjewadi,Pune,18.637575,73.723915,poor,high,low,True,3,3,robbery,2026-05-25 21:36,71
Baner,Pune,18.628905,73.734584,moderate,medium,low,True,37,8,none,2026-06-16 00:18,66
Camp,Pune,18.53629,73.940372,poor,medium,medium,True,3,2,harassment,2026-11-19 13:25,59
Viman Nagar,Pune,18.496795,73.770446,good,high,high,True,27,6,theft,2026-02-20 16:12,52
Kothrud,Pune,18.549999,73.76686,moderate,high,low,True,33,7,none,2026-12-08 02:34,69
Viman Nagar,Pune,18.481338,73.705457,moderate,high,medium,False,4,8,none,2026-07-11 14:40,43
Viman Nagar,Pune,18.544806,73.865898,poor,medium,high,False,1,8,snatching,2026-01-27 15:43,18
Wakad,Pune,18.486701,73.907311,good,high,low,True,30,7,harassment,2026-03-31 04:13,79
Aundh,Pune,18.596953,73.913498,good,low,medium,True,12,8,theft,2026-04-23 12:59,46
Kothrud,Pune,18.466764,73.760548,good,low,medium,True,32,6,robbery,2026-05-20 02:36,52
MG Road,Pune,18.518809,73.758596,poor,high,medium,False,3,1,robbery,2026-11-17 18:39,54
Hinjewadi,Pune,18.599017,73.70765,good,high,high,True,30,4,harassment,2026-06-06 12:52,58
Chinchwad,Pune,18.643727,73.790021,poor,high,medium,False,27,7,snatching,2026-08-16 02:14,36
Camp,Pune,18.621155,73.820219,moderate,low,medium,True,5,6,snatching,2026-03-05 12:24,42
Pimpri,Pune,18.476941,73.781745,moderate,high,high,False,23,5,robbery,2026-02-19 08:00,37
Kothrud,Pune,18.649673,73.883982,good,low,medium,False,40,6,theft,2026-07-14 18:04,44
Kothrud,Pune,18.60849,73.752266,poor,medium,low,True,13,0,harassment,2026-11-19 18:47,80
Viman Nagar,Pune,18.591375,73.75277,poor,low,high,False,26,0,snatching,2026-03-18 05:57,27
Kharadi,Pune,18.465354,73.849147,poor,medium,medium,False,18,3,none,2026-08-04 08:21,48
Yerwada,Pune,18.52021,73.762466,moderate,medium,high,False,32,8,robbery,2026-01-27 02:42,28
Kothrud,Pune,18.455714,73.943099,good,high,medium,True,40,8,theft,2026-06-11 07:49,61
Hinjewadi,Pune,18.554141,73.718899,poor,low,medium,True,24,5,harassment,2026-12-01 13:31,35
Chinchwad,Pune,18.532879,73.716366,good,low,medium,True,19,5,harassment,2026-03-18 20:39,55
Shivaji Nagar,Pune,18.4658,73.921554,good,high,medium,False,16,0,harassment,2026-03-11 04:25,77
Kharadi,Pune,18.589099,73.819594,poor,medium,medium,True,11,5,theft,2026-11-22 22:10,50
Kharadi,Pune,18.609188,73.850901,moderate,high,medium,False,4,3,snatching,2026-10-27 20:54,58
Chinchwad,Pune,18.466849,73.844561,moderate,medium,high,False,29,7,none,2026-08-16 15:28,31
Yerwada,Pune,18.552955,73.89658,good,medium,medium,False,29,2,none,2026-04-07 04:37,71
Wakad,Pune,18.482751,73.861285,poor,high,high,False,20,2,none,2026-12-09 06:35,36
Chinchwad,Pune,18.50749,73.8925,poor,high,medium,False,32,8,snatching,2026-08-03 22:55,33
Camp,Pune,18.578836,73.709907,poor,low,medium,True,14,3,theft,2026-12-10 04:56,41
Hadapsar,Pune,18.527186,73.877106,good,low,high,False,29,7,none,2026-11-19 17:21,26
Wakad,Pune,18.640736,73.761093,good,high,high,False,10,1,robbery,2026-01-10 15:22,59
Baner,Pune,18.544304,73.770092,good,medium,medium,True,10,6,harassment,2026-02-04 14:30,67
Shivaji Nagar,Pune,18.565665,73.903329,good,low,high,False,38,7,snatching,2026-06-27 16:52,26
Kharadi,Pune,18.462862,73.891671,good,medium,medium,True,33,3,snatching,2026-03-25 05:46,76
Pimpri,Pune,18.609238,73.847115,moderate,medium,high,False,33,8,theft,2026-02-07 23:44,28
Pashan,Pune,18.600262,73.858009,poor,high,high,True,19,0,none,2026-10-16 08:36,50
Kharadi,Pune,18.472311,73.947366,moderate,medium,medium,True,32,1,theft,2026-07-02 22:58,72
Hadapsar,Pune,18.604021,73.701814,moderate,high,medium,False,13,6,none,2026-12-13 16:32,49
Pimpri,Pune,18.614652,73.8609,moderate,low,high,False,36,6,theft,2026-01-05 07:31,19
Hadapsar,Pune,18.503536,73.856659,moderate,medium,low,True,5,8,snatching,2026-07-26 23:55,66
Hinjewadi,Pune,18.557655,73.938841,good,medium,high,False,6,2,theft,2026-04-05 11:43,56
Wakad,Pune,18.490582,73.743621,poor,low,low,False,16,8,harassment,2026-03-19 22:03,33
Yerwada,Pune,18.458171,73.763651,good,medium,medium,False,22,6,snatching,2026-11-21 08:24,59
Hinjewadi,Pune,18.539224,73.788336,poor,high,high,True,26,2,robbery,2026-03-13 14:43,44
MG Road,Pune,18.570605,73.945227,poor,low,low,False,38,2,robbery,2026-09-19 21:22,51
Hinjewadi,Pune,18.462698,73.774388,poor,medium,high,False,3,2,none,2026-07-18 21:58,36
Kothrud,Pune,18.555598,73.825104,poor,low,low,True,19,0,snatching,2026-09-22 20:56,65
Wakad,Pune,18.586072,73.854933,good,low,medium,False,22,8,robbery,2026-03-01 05:46,38
Viman Nagar,Pune,18.532567,73.856737,moderate,medium,medium,True,19,8,theft,2026-10-16 02:24,51
Hinjewadi,Pune,18.499329,73.716046,moderate,low,high,False,0,6,snatching,2026-11-26 18:57,19
Aundh,Pune,18.585577,73.75789,poor,high,medium,False,30,0,theft,2026-06-02 10:33,57
Kothrud,Pune,18.574245,73.780302,poor,high,high,False,10,5,harassment,2026-11-28 22:52,27
Aundh,Pune,18.470415,73.897753,moderate,medium,low,True,18,6,robbery,2026-06-18 20:57,72
Viman Nagar,Pune,18.49756,73.773232,moderate,medium,low,True,0,4,robbery,2026-02-05 17:09,78
Shivaji Nagar,Pune,18.539494,73.928933,moderate,high,high,True,36,0,theft,2026-11-05 14:29,60
Wakad,Pune,18.542924,73.937668,good,low,high,True,38,4,snatching,2026-12-11 21:09,43
Aundh,Pune,18.550885,73.922234,good,high,medium,False,21,6,harassment,2026-10-11 18:37,59
Camp,Pune,18.562271,73.849088,moderate,medium,medium,True,31,0,robbery,2026-04-07 08:07,75
Hinjewadi,Pune,18.605914,73.75757,moderate,low,low,True,21,6,theft,2026-11-12 02:41,57
Viman Nagar,Pune,18.585837,73.811948,poor,high,medium,True,24,7,robbery,2026-05-06 05:09,44
Chinchwad,Pune,18.539827,73.836238,poor,low,high,True,29,7,theft,2026-10-01 06:30,14
Baner,Pune,18.481332,73.794109,good,medium,medium,False,6,1,harassment,2026-03-18 16:26,74
Kharadi,Pune,18.474127,73.716705,good,low,medium,False,39,2,snatching,2026-09-26 04:09,56
Pimpri,Pune,18.538574,73.760974,poor,low,medium,False,24,2,robbery,2026-02-06 09:54,36
Viman Nagar,Pune,18.606431,73.865958,poor,low,medium,True,39,6,harassment,2026-10-07 13:33,32
Aundh,Pune,18.605043,73.743378,poor,high,medium,True,28,8,theft,2026-04-24 12:22,41
Chinchwad,Pune,18.501923,73.836015,poor,medium,low,True,26,0,harassment,2026-10-11 03:54,80
Viman Nagar,Pune,18.618508,73.744799,good,low,high,True,36,2,robbery,2026-10-04 10:48,49
Hinjewadi,Pune,18.476506,73.799306,poor,medium,low,True,21,7,none,2026-03-18 08:40,59
Aundh,Pune,18.647879,73.793781,poor,high,high,False,20,6,harassment,2026-07-28 08:03,24
Pashan,Pune,18.510655,73.739408,moderate,medium,medium,False,14,2,harassment,2026-06-28 18:41,61
Hadapsar,Pune,18.646235,73.835302,good,low,high,False,4,1,theft,2026-04-23 20:21,44
